# G1JoystickFlatTerrain impl=jax num_timesteps=200000000 train_min=46.5
0	-6.429941177368164
10649600	-2.73777437210083
21299200	-2.2662177085876465
31948800	-1.3735593557357788
42598400	1.7854081392288208
53248000	3.0960452556610107
63897600	6.684418678283691
74547200	7.341146469116211
85196800	8.961278915405273
95846400	9.434856414794922
106496000	10.071979522705078
117145600	12.192486763000488
127795200	13.892131805419922
138444800	13.643312454223633
149094400	13.629009246826172
159744000	13.42189884185791
170393600	14.424086570739746
181043200	15.44113540649414
191692800	15.04867935180664
202342400	14.763579368591309
